S.No.,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Ageofcar,Brand_Class,Kilometers_Driven_log,Price_log
4711,Pune,32000,Petrol,Automatic,First,18.9,1197,82.0,5.0,4.8,6,Low,10.373491181781864,1.5686159179138452
4712,Pune,80000,Petrol,Manual,Second,17.0,1086,62.1,5.0,0.9,18,Low,11.289781913656018,-0.10536051565782628
4713,Hyderabad,122800,Diesel,Manual,First,25.01,1498,89.75,5.0,5.65,7,Low,11.71831229469518,1.7316555451583497
4714,Ahmedabad,78000,Diesel,Manual,Second,15.0,2148,93.7,5.0,14.5,10,High,11.26446410567173,2.6741486494265287
4715,Ahmedabad,69000,Diesel,Manual,First,26.59,1248,74.0,5.0,5.9,6,Low,11.141861783579396,1.7749523509116738
4716,Pune,65000,Diesel,Manual,Second,23.59,1364,67.04,5.0,5.0,6,Low,11.082142548877775,1.6094379124341003
4717,Ahmedabad,23000,Petrol,Manual,First,19.1,1197,82.0,5.0,4.9,6,Low,10.043249494911286,1.589235205116581
4718,Ahmedabad,70000,Petrol,Manual,First,13.5,1799,130.0,5.0,4.25,12,Low,11.156250521031495,1.4469189829363254
4719,Chennai,250000,Diesel,Manual,First,12.99,2494,100.6,8.0,10.9,7,Low,12.429216196844383,2.388762789235098
4720,Delhi,56000,Petrol,Manual,First,13.2,1495,94.0,5.0,2.45,9,Low,10.933106969717286,0.8960880245566357
4721,Pune,30000,Petrol,Manual,First,22.74,796,47.3,5.0,2.5,8,Low,10.308952660644293,0.9162907318741551
4722,Kolkata,35000,Petrol,Automatic,First,8.1,5461,387.3,2.0,29.5,11,High,10.46310334047155,3.3843902633457743
4723,Jaipur,92250,Diesel,Manual,Second,22.7,1498,89.84,5.0,5.75,8,Low,11.432257561902773,1.749199854809259
4724,Pune,40000,Petrol,Manual,First,20.14,1197,81.86,5.0,5.0,3,Low,10.596634733096073,1.6094379124341003
4725,Kochi,96848,Petrol,Automatic,First,14.3,1598,103.6,5.0,4.62,7,Low,11.480898018131468,1.5303947050936475
4726,Delhi,42000,Diesel,Automatic,First,15.73,1968,174.33,5.0,23.5,5,High,10.645424897265505,3.1570004211501135
4727,Kolkata,55886,Diesel,Manual,First,16.0,2179,140.0,7.0,7.25,8,Low,10.931069180548855,1.9810014688665833
4728,Kochi,12336,Petrol,Manual,First,17.0,1591,121.3,5.0,11.88,2,Low,9.42027709580311,2.474856313934499
4729,Chennai,60000,Petrol,Manual,Third,13.9,1599,103.2,5.0,2.25,12,Low,11.002099841204238,0.8109302162163288
4730,Pune,83000,Petrol,Manual,Second,14.2,1597,92.0,5.0,0.85,18,Low,11.326595886778735,-0.16251892949777494
4731,Pune,24000,Petrol,Manual,First,19.69,1198,67.04,5.0,4.0,3,High,10.085809109330082,1.3862943611198906
4732,Pune,32198,Petrol,Automatic,First,16.5,1198,86.8,5.0,5.1,5,Low,10.37965961780224,1.62924053973028
4733,Hyderabad,92247,Diesel,Manual,First,12.99,2494,100.6,7.0,12.5,7,Low,11.432225041048772,2.5257286443082556
4734,Chennai,121311,Diesel,Manual,First,20.64,1498,108.5,5.0,2.9,10,High,11.706112775074489,1.0647107369924282
4735,Coimbatore,66296,Diesel,Manual,First,16.0,2179,140.0,7.0,15.96,5,Low,11.101884842528879,2.7700855920216627
4736,Mumbai,41000,Petrol,Automatic,First,16.9,1197,82.0,5.0,5.45,6,Low,10.621327345686446,1.6956156086751528
4737,Kochi,38681,Diesel,Manual,First,13.5,2198,157.7,7.0,23.86,4,Low,10.563103802387129,3.17220341666977
4739,Hyderabad,17400,Diesel,Manual,First,24.52,1248,88.5,7.0,9.75,4,Low,9.764225485202621,2.277267285009756
4740,Bangalore,61510,Diesel,Manual,First,25.8,1498,98.6,5.0,4.75,8,Low,11.026955042202413,1.55814461804655
4741,Delhi,60000,Petrol,Manual,First,17.4,1497,117.3,5.0,6.25,7,Low,11.002099841204238,1.8325814637483102
4742,Bangalore,35165,Diesel,Automatic,Second,23.8,1998,112.0,5.0,22.0,7,High,10.467806548742118,3.091042453358316
4743,Kochi,41617,Petrol,Automatic,First,14.53,1794,138.1,5.0,14.14,5,Low,10.636264016619267,2.6490076604684267
4744,Kolkata,45000,Petrol,Manual,First,17.0,1086,62.1,5.0,0.95,16,Low,10.714417768752456,-0.05129329438755058
4745,Delhi,65000,Petrol,Automatic,First,13.7,1798,157.75,5.0,11.95,7,Low,11.082142548877775,2.4807312783775197
4746,Delhi,68000,Petrol,Manual,First,18.9,998,67.1,5.0,2.5,10,Low,11.127262984158243,0.9162907318741551
4747,Mumbai,49000,Petrol,Manual,First,19.81,1086,68.05,5.0,2.75,8,Low,10.799575577092764,1.0116009116784799
4748,Coimbatore,16698,Petrol,Manual,First,23.84,1199,84.0,5.0,5.85,2,Low,9.723044230753946,1.766441661243765
4749,Ahmedabad,30965,Petrol,Manual,First,21.4,1197,83.1,5.0,6.25,5,Low,10.34061281337216,1.8325814637483102
4750,Mumbai,56058,Petrol,Manual,First,15.04,1598,103.2,5.0,4.95,7,High,10.93414214802101,1.599387576580599
4751,Pune,15356,Petrol,Manual,First,18.9,1197,81.86,5.0,4.75,4,Low,9.639261556120688,1.55814461804655
4752,Delhi,54000,Diesel,Manual,First,20.0,1399,68.05,5.0,2.55,8,Low,10.896739325546411,0.9360933591703348
4753,Pune,47000,Petrol,Automatic,Second,13.9,1799,130.3,5.0,4.5,10,Low,10.757902880692196,1.5040773967762742
4754,Kochi,21652,Petrol,Manual,First,22.74,796,47.3,5.0,3.01,6,Low,9.982853107916869,1.1019400787607843
4755,Hyderabad,52000,Diesel,Automatic,First,15.68,1999,177.0,5.0,42.0,5,High,10.858998997563564,3.7376696182833684
4756,Kolkata,35010,Diesel,Automatic,First,12.4,2698,179.5,5.0,11.5,11,High,10.463389013948712,2.4423470353692043
4757,Hyderabad,76662,Diesel,Automatic,First,11.0,2987,198.5,5.0,10.99,15,High,11.247161427819378,2.39698576841553
4758,Jaipur,89000,Petrol,Automatic,First,17.0,1497,118.0,5.0,3.71,12,Low,11.396391648714276,1.3110318766193438
4759,Jaipur,80000,Petrol,Automatic,Third,10.1,2354,152.0,5.0,2.0,15,Low,11.289781913656018,0.6931471805599453
4760,Kochi,39023,Diesel,Manual,First,28.09,1248,88.5,5.0,9.48,3,Low,10.571906494871117,2.2491843162669305
4761,Jaipur,62000,Petrol,Manual,Second,18.9,998,67.1,5.0,1.25,17,Low,11.03488966402723,0.22314355131420976
4762,Jaipur,78046,Diesel,Manual,First,19.67,1582,126.2,5.0,10.9,6,Low,11.265053675431062,2.388762789235098
4763,Kolkata,34400,Diesel,Manual,First,28.09,1248,88.5,5.0,5.5,6,Low,10.44581184336149,1.7047480922384253
4764,Coimbatore,64624,Petrol,Manual,First,21.1,814,55.2,5.0,3.71,5,Low,11.076341137803194,1.3110318766193438
4765,Mumbai,69192,Petrol,Manual,First,16.02,1373,93.7,7.0,6.25,7,Low,11.144640527986347,1.8325814637483102
4766,Chennai,55000,Diesel,Manual,First,20.54,1598,103.6,5.0,4.9,9,High,10.915088464214607,1.589235205116581
4767,Mumbai,81000,Petrol,Manual,Second,12.8,1493,100.0,5.0,1.1,16,Low,11.302204433654575,0.09531017980432493
4768,Kochi,36733,Petrol,Manual,First,16.47,1198,73.9,5.0,4.72,5,High,10.511430812581505,1.5518087995974639
4769,Kochi,24310,CNG,Manual,First,33.44,796,40.3,4.0,3.7,4,Low,10.098643067310169,1.308332819650179
4770,Mumbai,43022,Diesel,Automatic,First,17.9,2143,136.0,5.0,24.85,5,High,10.669466891745744,3.2128577525426376
4771,Jaipur,74000,Diesel,Manual,First,14.66,2199,194.3,7.0,12.25,8,Low,11.211820372186306,2.505525936990736
4772,Kolkata,47000,Diesel,Manual,First,22.9,1248,74.0,5.0,3.9,7,Low,10.757902880692196,1.3609765531356006
4773,Kochi,37460,Petrol,Manual,First,18.6,1197,81.86,5.0,6.28,4,Low,10.53102897599808,1.8373699804801074
4774,Mumbai,130000,Diesel,Manual,First,14.0,2498,112.0,8.0,2.75,10,Low,11.77528972943772,1.0116009116784799
4775,Coimbatore,31576,Petrol,Manual,First,18.9,1197,82.0,5.0,7.85,4,Low,10.360152617342683,2.060513531794317
4776,Mumbai,66000,Petrol,Manual,First,15.04,1598,103.6,5.0,2.95,10,High,11.097410021008562,1.0818051703517284
4777,Mumbai,79000,Petrol,Automatic,Second,11.7,2354,177.6,5.0,4.85,13,Low,11.27720313144916,1.5789787049493917
4778,Bangalore,47140,Diesel,Automatic,Second,13.5,2925,281.61,5.0,30.0,10,High,10.760877176490123,3.4011973816621555
4779,Bangalore,36610,Diesel,Automatic,First,15.0,2143,107.3,5.0,19.9,5,High,10.508076706114283,2.990719731730447
4780,Bangalore,93000,Diesel,Manual,First,20.5,1582,126.2,5.0,10.8,5,Low,11.440354772135393,2.379546134130174
4781,Hyderabad,52195,Petrol,Manual,First,19.7,796,46.3,5.0,1.75,14,Low,10.8627419838424,0.5596157879354227
4782,Mumbai,20003,Diesel,Automatic,First,20.38,1968,143.0,5.0,19.25,5,High,9.903637541287253,2.9575110607337933
4783,Delhi,66314,Diesel,Manual,First,19.87,1461,83.8,5.0,5.5,8,Low,11.102156315270157,1.7047480922384253
4784,Chennai,76000,Diesel,Manual,First,17.8,1399,68.0,5.0,2.75,12,Low,11.238488619268468,1.0116009116784799
4785,Bangalore,29000,Diesel,Manual,First,19.67,1582,126.2,5.0,13.0,6,Low,10.275051108968611,2.5649493574615367
4786,Mumbai,30000,Diesel,Manual,First,20.0,1399,68.0,5.0,3.2,10,Low,10.308952660644293,1.1631508098056809
4787,Coimbatore,56526,Petrol,Manual,First,15.26,1598,103.5,5.0,5.84,8,High,10.942455988276723,1.7647307968401356
4788,Hyderabad,38000,Diesel,Automatic,Second,16.8,1969,150.0,5.0,24.0,6,High,10.545341438708522,3.1780538303479458
4789,Chennai,41000,Diesel,Automatic,First,19.08,1582,126.32,5.0,6.25,9,Low,10.621327345686446,1.8325814637483102
4790,Hyderabad,53000,Diesel,Automatic,First,14.49,2993,258.0,5.0,36.0,12,High,10.87804719253426,3.58351893845611
4791,Chennai,125000,Diesel,Manual,Third,14.8,1998,68.0,5.0,3.0,18,Low,11.736069016284437,1.0986122886681098
4792,Chennai,242000,Diesel,Manual,First,11.5,2982,171.0,7.0,11.0,11,Low,12.396693005138824,2.3978952727983707
4793,Chennai,90000,Diesel,Manual,First,26.21,1248,88.5,5.0,6.5,6,Low,11.407564949312402,1.8718021769015913
4794,Hyderabad,11000,Diesel,Manual,First,24.3,1248,88.5,5.0,9.4,3,Low,9.305650551780507,2.2407096892759584
4795,Kochi,21936,Diesel,Automatic,First,21.76,1995,190.0,5.0,37.92,3,High,9.995884401802096,3.6354786773868213
4796,Pune,41000,Petrol,Automatic,First,14.4,1598,103.6,5.0,5.25,8,High,10.621327345686446,1.6582280766035324
4797,Chennai,47000,Petrol,Manual,First,17.0,1197,80.0,5.0,4.5,10,Low,10.757902880692196,1.5040773967762742
4798,Chennai,110000,Diesel,Automatic,First,11.0,2993,235.0,5.0,18.0,12,High,11.608235644774552,2.8903717578961645
4799,Coimbatore,45960,Petrol,Manual,First,19.1,1197,82.0,5.0,5.56,6,Low,10.735526731962691,1.715598108262491
4800,Bangalore,48000,Diesel,Automatic,First,14.21,2143,203.0,5.0,22.0,8,High,10.778956289890028,3.091042453358316
4801,Hyderabad,68000,Diesel,Automatic,First,12.39,2179,147.51,5.0,22.0,10,High,11.127262984158243,3.091042453358316
4802,Mumbai,41000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.65,10,Low,10.621327345686446,0.9745596399981308
4803,Jaipur,69573,Diesel,Manual,Second,22.32,1582,126.32,5.0,5.85,8,Low,11.150131840023318,1.766441661243765
4804,Chennai,115000,Diesel,Manual,First,19.33,1968,138.1,5.0,6.95,9,High,11.652687407345388,1.9387416595767009
4805,Kolkata,47629,Diesel,Manual,First,15.1,2179,140.0,7.0,6.5,9,Low,10.771197098403393,1.8718021769015913
4806,Jaipur,66624,Petrol,Manual,Third,19.7,796,35.0,8.0,0.85,17,Low,11.10682015197464,-0.16251892949777494
4807,Delhi,80000,Petrol,Automatic,Second,14.67,1798,177.46,5.0,7.25,8,Low,11.289781913656018,1.9810014688665833
4808,Pune,94868,Diesel,Manual,First,22.9,1248,74.0,5.0,4.5,9,Low,11.460241730684785,1.5040773967762742
4809,Mumbai,76477,Diesel,Manual,First,10.5,2179,120.0,8.0,4.25,11,Low,11.244745321014502,1.4469189829363254
4810,Chennai,28000,Petrol,Automatic,First,13.7,1991,183.0,5.0,26.0,5,High,10.239959789157341,3.258096538021482
4811,Coimbatore,28599,Diesel,Manual,First,16.55,2498,105.0,6.0,9.66,4,Low,10.261127031161688,2.2679936482244267
4812,Bangalore,45348,Diesel,Manual,Second,19.01,1461,108.45,5.0,6.85,8,Low,10.722121353137489,1.9242486522741338
4813,Coimbatore,80127,Diesel,Automatic,First,12.8,1968,167.6,5.0,23.68,8,High,11.291368154909891,3.164630810015805
4814,Delhi,68000,Diesel,Automatic,Second,12.39,2179,147.51,5.0,15.75,8,High,11.127262984158243,2.7568403652716422
4815,Pune,75000,Diesel,Manual,Third,20.54,1598,103.6,5.0,3.5,9,High,11.225243392518447,1.252762968495368
4816,Delhi,48000,Petrol,Automatic,Second,11.62,2979,306.0,5.0,6.99,15,High,10.778956289890028,1.944480556245719
4817,Coimbatore,41871,Diesel,Manual,First,22.7,1582,126.2,5.0,15.57,2,Low,10.642348742176754,2.745345985845907
4818,Coimbatore,84931,Diesel,Manual,First,15.3,2956,83.8,7.0,5.29,6,Low,11.349594441107186,1.665818245870208
4819,Kolkata,15000,Petrol,Manual,First,22.7,799,53.64,5.0,2.25,5,Low,9.615805480084347,0.8109302162163288
4820,Chennai,110000,Diesel,Automatic,First,11.7,2993,245.0,5.0,20.0,12,High,11.608235644774552,2.995732273553991
4821,Mumbai,5900,Petrol,Automatic,First,7.94,4395,450.0,4.0,47.5,10,High,8.68270762989381,3.8607297110405954
4822,Chennai,103653,Petrol,Manual,Second,18.9,1061,47.0,5.0,1.22,19,Low,11.548804061005127,0.19885085874516517
4823,Chennai,64806,Petrol,Manual,First,16.47,1198,73.9,5.0,3.65,9,High,11.07915347064653,1.2947271675944
4824,Pune,35000,Petrol,Manual,First,20.62,1198,67.0,7.0,3.1,5,Low,10.46310334047155,1.1314021114911006
4825,Bangalore,40000,Petrol,Manual,First,15.29,1591,121.3,5.0,11.5,5,Low,10.596634733096073,2.4423470353692043
4826,Kochi,23876,Petrol,Manual,First,24.07,998,67.1,5.0,3.46,6,Low,10.080629049288541,1.2412685890696329
4827,Coimbatore,67901,Diesel,Manual,First,14.66,2199,194.3,7.0,8.38,8,Low,11.125806040978839,2.125847914493992
4828,Pune,68865,Diesel,Manual,First,15.11,1598,103.6,5.0,4.8,7,High,11.139903345351431,1.5686159179138452
4829,Pune,71000,Diesel,Manual,Second,25.8,1498,98.6,5.0,4.5,7,Low,11.170435156023453,1.5040773967762742
4830,Chennai,95000,Petrol,Manual,First,15.9,1298,85.0,5.0,0.8,17,Low,11.461632170582678,-0.2231435513142097
4831,Kolkata,25000,Diesel,Manual,First,22.9,1248,74.0,5.0,3.95,7,Low,10.126631103850338,1.3737155789130306
4832,Hyderabad,180000,Diesel,Manual,First,20.5,1598,103.5,5.0,3.65,9,Low,12.100712129872347,1.2947271675944
4833,Mumbai,131000,Diesel,Automatic,First,11.0,2987,198.5,5.0,10.0,16,High,11.782952602183288,2.302585092994046
4834,Delhi,65000,Diesel,Manual,Second,12.05,2179,120.0,8.0,4.0,10,Low,11.082142548877775,1.3862943611198906
4835,Hyderabad,117777,Diesel,Manual,First,21.64,1461,84.8,5.0,4.75,9,High,11.67654828495664,1.55814461804655
4836,Bangalore,65000,Petrol,Manual,Second,17.5,1298,85.8,5.0,3.1,12,Low,11.082142548877775,1.1314021114911006
4837,Kochi,46897,Petrol,Manual,First,21.1,814,55.2,5.0,3.61,4,Low,10.755708986503604,1.2837077723447896
4838,Coimbatore,36695,Petrol,Manual,First,19.4,1198,86.8,5.0,4.29,6,Low,10.510395784979163,1.4562867329399256
4839,Kolkata,43000,Petrol,Manual,First,18.06,1198,75.0,5.0,2.13,10,High,10.668955394675699,0.7561219797213337
4840,Mumbai,54000,Petrol,Manual,First,19.7,796,46.3,5.0,1.1,13,Low,10.896739325546411,0.09531017980432493
4841,Hyderabad,89000,Diesel,Automatic,First,22.69,1995,190.0,5.0,13.95,10,High,11.396391648714276,2.6354795082673745
4842,Mumbai,7000,Petrol,Manual,First,16.47,1198,74.0,5.0,5.35,7,High,8.85366542803745,1.6770965609079151
4843,Hyderabad,58470,Petrol,Manual,First,23.1,998,67.04,5.0,3.9,7,Low,10.976269081169717,1.3609765531356006
4844,Kolkata,37000,Petrol,Manual,First,21.5,1197,81.8,5.0,2.8,7,Low,10.51867319162636,1.0296194171811581
4845,Mumbai,29000,Diesel,Manual,First,26.21,1248,88.5,5.0,8.75,5,Low,10.275051108968611,2.169053700369523
4846,Hyderabad,52000,Diesel,Automatic,First,16.55,1968,147.51,5.0,19.5,8,High,10.858998997563564,2.970414465569701
4847,Kolkata,32807,Petrol,Manual,First,19.4,1198,86.8,5.0,2.75,8,Low,10.398397186236718,1.0116009116784799
4848,Hyderabad,86000,Diesel,Automatic,First,11.79,2179,120.0,8.0,8.0,8,Low,11.362102575235644,2.0794415416798357
4849,Delhi,66500,Diesel,Manual,First,26.0,1498,98.6,5.0,5.7,7,Low,11.104957226643945,1.7404661748405046
4850,Ahmedabad,94000,Diesel,Automatic,First,17.05,1995,184.0,5.0,12.5,9,High,11.451050061252142,2.5257286443082556
4852,Chennai,107389,Diesel,Manual,Second,20.0,1399,68.0,5.0,1.9,11,Low,11.584213034954917,0.6418538861723947
4853,Ahmedabad,36100,Petrol,Manual,First,20.4,1197,81.8,5.0,4.5,6,Low,10.494048144320972,1.5040773967762742
4854,Mumbai,16329,Diesel,Automatic,First,19.27,2143,170.0,5.0,30.3,6,High,9.70069794710231,3.4111477125153233
4855,Hyderabad,36000,Diesel,Automatic,First,19.3,1968,141.0,5.0,16.0,7,Low,10.491274217438248,2.772588722239781
4856,Kochi,41816,Diesel,Automatic,First,18.56,1995,190.0,5.0,32.78,4,High,10.641034320392757,3.4898185733156835
4857,Jaipur,54680,Petrol,Manual,First,21.1,814,55.2,5.0,2.5,6,Low,10.909253290837885,0.9162907318741551
4858,Hyderabad,14000,Diesel,Automatic,First,18.25,1968,187.74,5.0,43.0,4,High,9.546812608597396,3.7612001156935624
4859,Kochi,23977,Petrol,Manual,First,18.16,1196,86.8,5.0,5.38,4,Low,10.08485031650177,1.682688374173693
4860,Hyderabad,30131,Petrol,Manual,First,20.92,998,67.1,5.0,2.65,8,Low,10.313309821085701,0.9745596399981308
4861,Hyderabad,2530,Petrol,Manual,First,24.7,796,47.3,5.0,3.3,4,Low,7.835974581721566,1.1939224684724346
4862,Hyderabad,39000,Diesel,Automatic,First,19.27,2143,167.62,5.0,34.0,6,High,10.571316925111784,3.5263605246161616
4863,Chennai,140000,Petrol,Manual,Third,20.3,1086,68.0,5.0,0.7,20,Low,11.84939770159144,-0.35667494393873245
4864,Kochi,32257,Diesel,Manual,First,24.4,1120,71.0,5.0,6.83,4,Low,10.381490352934616,1.9213246735826988
4865,Kochi,46983,Diesel,Manual,First,25.8,1498,98.6,5.0,5.77,5,Low,10.757541113134543,1.7526720805200082
4866,Chennai,107000,Diesel,Manual,Second,17.8,1248,75.0,5.0,3.1,13,Low,11.580584113444043,1.1314021114911006
4867,Mumbai,19000,Petrol,Manual,First,16.2,1199,74.0,5.0,4.95,4,High,9.852194258148577,1.599387576580599
4868,Bangalore,88000,Diesel,Automatic,First,17.11,1968,174.33,5.0,16.25,8,High,11.385092093460344,2.7880929087757464
4869,Coimbatore,84384,Diesel,Automatic,First,10.2,4367,308.0,7.0,52.54,9,High,11.343133089153014,3.961574784257394
4870,Chennai,128000,Diesel,Manual,Third,16.0,2179,140.0,7.0,6.4,10,Low,11.759785542901755,1.8562979903656263
4871,Bangalore,71000,Diesel,Manual,Third,13.1,2499,141.0,7.0,6.95,10,Low,11.170435156023453,1.9387416595767009
4872,Kolkata,50000,Diesel,Manual,First,17.2,1396,53.5,5.0,0.85,13,Low,10.819778284410283,-0.16251892949777494
4873,Chennai,16000,Petrol,Manual,First,21.4,1197,83.1,5.0,6.95,5,Low,9.680344001221918,1.9387416595767009
4874,Kolkata,82000,Diesel,Manual,First,24.4,1120,71.0,5.0,3.45,4,Low,11.314474526246391,1.2383742310432684
4875,Delhi,80000,Petrol,Manual,First,13.5,1799,130.0,5.0,2.75,13,Low,11.289781913656018,1.0116009116784799
4876,Delhi,36000,Petrol,Manual,Second,18.6,1197,81.83,5.0,4.95,6,Low,10.491274217438248,1.599387576580599
4877,Coimbatore,17477,Petrol,Manual,First,17.0,1198,108.5,5.0,9.62,3,Low,9.76864100976636,2.263844264677615
4878,Coimbatore,16725,Petrol,Manual,First,18.6,1197,81.83,5.0,6.79,5,Low,9.724659884996429,1.9154509415706047
4879,Mumbai,48241,Petrol,Manual,First,19.1,1197,85.8,5.0,4.5,7,Low,10.78396456087112,1.5040773967762742
4880,Kochi,52431,Petrol,Manual,First,22.5,998,67.04,5.0,3.01,7,Low,10.867253298434472,1.1019400787607843
4881,Bangalore,68000,Diesel,Manual,First,21.9,1396,88.76,5.0,4.4,9,Low,11.127262984158243,1.4816045409242156
4882,Hyderabad,158000,Diesel,Automatic,First,12.55,2982,168.5,7.0,17.49,9,Low,11.970350312009105,2.8616292890305104
4883,Coimbatore,31446,Petrol,Manual,First,20.36,1197,78.9,5.0,4.66,7,Low,10.35602706803022,1.5390154481375546
4884,Chennai,25000,Petrol,Manual,First,18.9,1197,82.0,5.0,5.5,6,Low,10.126631103850338,1.7047480922384253
4885,Ahmedabad,57000,Petrol,Manual,First,18.6,1197,81.83,5.0,6.0,5,Low,10.950806546816688,1.791759469228055
4886,Hyderabad,76000,Petrol,Automatic,First,17.0,1086,62.1,5.0,2.4,14,Low,11.238488619268468,0.8754687373538999
4887,Kochi,57078,Diesel,Manual,First,24.3,1248,88.5,5.0,10.19,3,Low,10.952174032434511,2.321406847234633
4888,Kochi,47471,Diesel,Manual,First,25.8,1498,98.6,5.0,5.25,5,Low,10.76787427725986,1.6582280766035324
4889,Hyderabad,50000,Diesel,Automatic,First,15.26,2143,203.2,5.0,45.0,7,High,10.819778284410283,3.8066624897703196
4890,Ahmedabad,62000,Diesel,Manual,First,23.0,1396,90.0,5.0,2.7,11,Low,11.03488966402723,0.9932517730102834
4891,Coimbatore,65807,Petrol,Manual,First,19.81,1086,68.05,5.0,3.39,8,Low,11.094481494633865,1.220829921392359
4892,Hyderabad,81768,Diesel,Manual,First,26.59,1248,74.0,5.0,5.69,7,Low,11.311641248008913,1.7387102481382397
4893,Kochi,9952,Petrol,Automatic,First,10.37,2979,306.0,2.0,58.54,3,High,9.20552881497896,4.06971028126374
4894,Hyderabad,24000,Diesel,Manual,First,27.39,1248,74.0,5.0,8.4,4,Low,10.085809109330082,2.128231705849268
4896,Pune,59000,Petrol,Manual,First,19.4,1198,86.8,5.0,3.25,9,Low,10.985292722887856,1.1786549963416462
4897,Mumbai,33000,Diesel,Manual,Second,20.0,1399,68.05,5.0,3.25,7,Low,10.404262840448617,1.1786549963416462
4898,Pune,36789,Petrol,Automatic,First,23.1,998,67.04,5.0,4.25,5,Low,10.512954166430136,1.4469189829363254
4899,Jaipur,41000,Diesel,Automatic,First,14.84,2143,170.0,5.0,18.5,7,High,10.621327345686446,2.917770732084279
4900,Hyderabad,71000,Petrol,Automatic,First,17.0,1086,62.1,5.0,2.4,14,Low,11.170435156023453,0.8754687373538999
4901,Jaipur,46650,Petrol,Manual,First,19.4,1198,86.8,5.0,4.25,6,Low,10.75042820627549,1.4469189829363254
4902,Mumbai,3000,Petrol,Automatic,First,21.4,1197,83.1,5.0,8.85,3,Low,8.006367567650246,2.180417459019838
4903,Coimbatore,14799,Petrol,Manual,First,21.1,814,55.2,5.0,4.14,7,Low,9.602314889901848,1.4206957878372228
4904,Mumbai,44000,Electric,Automatic,First,18.2,1798,73.0,5.0,12.75,10,Low,10.691944912900398,2.545531271604435
4905,Hyderabad,68525,Diesel,Manual,First,23.0,1396,90.0,5.0,7.0,6,Low,11.134953921170986,1.9459101490553132
4906,Hyderabad,15000,Diesel,Automatic,First,10.91,3198,197.0,7.0,33.0,3,Low,9.615805480084347,3.4965075614664802
4907,Ahmedabad,29000,Petrol,Manual,First,17.4,1497,117.3,5.0,10.0,4,Low,10.275051108968611,2.302585092994046
4908,Kochi,77407,Diesel,Manual,Second,21.5,1248,88.8,5.0,3.53,9,Low,11.25683249476492,1.2612978709452054
4910,Delhi,75000,Diesel,Manual,First,20.54,1598,103.6,5.0,4.5,8,High,11.225243392518447,1.5040773967762742
